,moves,year_id,month,day,road_type_id,road_desc,source_type_id,source_type_name,fuel_type_id,fuel_type_desc,pollutant_id,pollutant_short_name,avg_speed_bin_id,avg_bin_speed,avg_speed_bin_desc,rate_per_distance,per_diff
1234,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.0025361279,-56.36
1235,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.0011066709,-56.36
1236,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.0024455997000000004,-56.45
1237,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.0010651038,-56.45
1238,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.0023525029999999997,-56.52
1239,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.0010228369,-56.52
1240,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.0023308043000000002,-56.53
1241,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.0010132415,-56.53
1242,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.0024906119999999997,-56.37
1243,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.0010866995,-56.37
1244,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.0027852595999999998,-56.22
1245,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.0012192754,-56.22
1246,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,16,75.0,72.5mph <= speed,0.0033591101,-56.01
1247,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,100,PM10 Total Exh,16,75.0,72.5mph <= speed,0.0014776659,-56.01
1248,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,1,2.5,speed < 2.5mph,0.013132225,-56.83
1249,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,1,2.5,speed < 2.5mph,0.005669677299999999,-56.83
1250,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,2,5.0,2.5mph <= speed < 7.5mph,0.0076601084,-56.42
1251,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,2,5.0,2.5mph <= speed < 7.5mph,0.0033382855,-56.42
1252,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,3,10.0,7.5mph <= speed < 12.5mph,0.0046595687,-56.06
1253,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,3,10.0,7.5mph <= speed < 12.5mph,0.0020472834,-56.06
1254,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,4,15.0,12.5mph <= speed < 17.5mph,0.0031474427999999997,-56.33
1255,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,4,15.0,12.5mph <= speed < 17.5mph,0.0013744101999999998,-56.33
1256,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,5,20.0,17.5mph <= speed <22.5mph,0.0025776301,-56.57
1257,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,5,20.0,17.5mph <= speed <22.5mph,0.0011193866,-56.57
1258,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,6,25.0,22.5mph <= speed < 27.5mph,0.0024690891,-56.26
1259,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,6,25.0,22.5mph <= speed < 27.5mph,0.0010800458,-56.26
1260,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,7,30.0,27.5mph <= speed < 32.5mph,0.0024203499,-55.98
1261,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,7,30.0,27.5mph <= speed < 32.5mph,0.00106548,-55.98
1262,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,8,35.0,32.5mph <= speed < 37.5mph,0.0023831893999999997,-56.11
1263,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,8,35.0,32.5mph <= speed < 37.5mph,0.0010458743000000001,-56.11
1264,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,9,40.0,37.5mph <= speed < 42.5mph,0.0023550791,-56.25
1265,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,9,40.0,37.5mph <= speed < 42.5mph,0.0010302709,-56.25
1266,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.0023332312,-56.36
1267,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.0010181368,-56.36
1268,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.0022499528,-56.45
1269,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.0009798918000000002,-56.45
1270,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.002164299,-56.52
1271,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.0009410079000000001,-56.52
1272,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.0021443299000000002,-56.53
1273,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.0009321799,-56.53
1274,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.0022913541,-56.37
1275,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.0009997623,-56.37
1276,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.0025624307,-56.22
1277,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.001121732,-56.22
1278,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,16,75.0,72.5mph <= speed,0.0030903756,-56.01
1279,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,21,Passenger Car,2,Diesel Fuel,110,PM2.5 Total Exh,16,75.0,72.5mph <= speed,0.0013594445,-56.01
1280,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,1,2.5,speed < 2.5mph,6.3001103999999994,147.61
1281,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,1,2.5,speed < 2.5mph,15.599745,147.61
1282,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,2,5.0,2.5mph <= speed < 7.5mph,3.6472011,163.77
1283,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,2,5.0,2.5mph <= speed < 7.5mph,9.620341,163.77
1284,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,3,10.0,7.5mph <= speed < 12.5mph,2.1295991,194.39
1285,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,3,10.0,7.5mph <= speed < 12.5mph,6.269408,194.39
1286,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,4,15.0,12.5mph <= speed < 17.5mph,1.6476874000000001,205.56
1287,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,4,15.0,12.5mph <= speed < 17.5mph,5.0346879,205.56
1288,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,5,20.0,17.5mph <= speed <22.5mph,1.3814863,189.39
1289,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,5,20.0,17.5mph <= speed <22.5mph,3.9978877,189.39
1290,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,6,25.0,22.5mph <= speed < 27.5mph,1.2380293,181.53
1291,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,6,25.0,22.5mph <= speed < 27.5mph,3.4854528,181.53
1292,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,7,30.0,27.5mph <= speed < 32.5mph,1.12638335,174.72
1293,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,7,30.0,27.5mph <= speed < 32.5mph,3.094399,174.72
1294,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,8,35.0,32.5mph <= speed < 37.5mph,1.00130787,157.88
1295,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,8,35.0,32.5mph <= speed < 37.5mph,2.5821491,157.88
1296,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,9,40.0,37.5mph <= speed < 42.5mph,0.93697632,149.02
1297,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,9,40.0,37.5mph <= speed < 42.5mph,2.3332608,149.02
1298,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,10,45.0,42.5mph <= speed < 47.5mph,0.88694011,141.24
1299,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,10,45.0,42.5mph <= speed < 47.5mph,2.1396943,141.24
1300,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,11,50.0,47.5mph <= speed < 52.5mph,0.84013062,131.42
1301,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,11,50.0,47.5mph <= speed < 52.5mph,1.9441992,131.42
1302,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,12,55.0,52.5mph <= speed < 57.5mph,0.7973970499999999,122.43
1303,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,12,55.0,52.5mph <= speed < 57.5mph,1.7736882,122.43
1304,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,13,60.0,57.5mph <= speed < 62.5mph,0.7621024399999999,125.53
1305,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,13,60.0,57.5mph <= speed < 62.5mph,1.7188037,125.53
1306,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,14,65.0,62.5mph <= speed < 67.5mph,0.7334651099999999,136.6
1307,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,14,65.0,62.5mph <= speed < 67.5mph,1.7353445,136.6
1308,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,15,70.0,67.5mph <= speed < 72.5mph,0.70891941,146.79
1309,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,15,70.0,67.5mph <= speed < 72.5mph,1.7495180000000001,146.79
1310,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,16,75.0,72.5mph <= speed,0.69049786,157.79
1311,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,2,CO,16,75.0,72.5mph <= speed,1.7800278,157.79
1312,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,1,2.5,speed < 2.5mph,20.59530295,85.47
1313,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,1,2.5,speed < 2.5mph,38.198057000000006,85.47
1314,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,2,5.0,2.5mph <= speed < 7.5mph,10.95688814,91.47
1315,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,2,5.0,2.5mph <= speed < 7.5mph,20.979152000000003,91.47
1316,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,3,10.0,7.5mph <= speed < 12.5mph,6.66957445,89.04
1317,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,3,10.0,7.5mph <= speed < 12.5mph,12.608349,89.04
1318,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,4,15.0,12.5mph <= speed < 17.5mph,5.59791872,78.52
1319,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,4,15.0,12.5mph <= speed < 17.5mph,9.993632999999999,78.52
1320,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,5,20.0,17.5mph <= speed <22.5mph,4.84718509,70.28
1321,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,5,20.0,17.5mph <= speed <22.5mph,8.2536244,70.28
1322,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,6,25.0,22.5mph <= speed < 27.5mph,4.383635969999999,65.14
1323,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,6,25.0,22.5mph <= speed < 27.5mph,7.2390578,65.14
1324,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,7,30.0,27.5mph <= speed < 32.5mph,4.2226514,57.94
1325,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,7,30.0,27.5mph <= speed < 32.5mph,6.6691922,57.94
1326,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,8,35.0,32.5mph <= speed < 37.5mph,3.6503355199999996,50.99
1327,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,8,35.0,32.5mph <= speed < 37.5mph,5.5116828,50.99
1328,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,9,40.0,37.5mph <= speed < 42.5mph,3.5201188500000002,43.39
1329,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,9,40.0,37.5mph <= speed < 42.5mph,5.0473393,43.39
1330,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,10,45.0,42.5mph <= speed < 47.5mph,3.41884033,37.07
1331,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,10,45.0,42.5mph <= speed < 47.5mph,4.6861833,37.07
1332,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,11,50.0,47.5mph <= speed < 52.5mph,3.29241447,29.07
1333,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,11,50.0,47.5mph <= speed < 52.5mph,4.2495153,29.07
1334,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,12,55.0,52.5mph <= speed < 57.5mph,3.16915659,21.16
1335,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,12,55.0,52.5mph <= speed < 57.5mph,3.8398077,21.16
1336,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,13,60.0,57.5mph <= speed < 62.5mph,3.14488488,19.74
1337,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,13,60.0,57.5mph <= speed < 62.5mph,3.7656326,19.74
1338,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,14,65.0,62.5mph <= speed < 67.5mph,3.32712739,21.78
1339,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,14,65.0,62.5mph <= speed < 67.5mph,4.0516488,21.78
1340,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,15,70.0,67.5mph <= speed < 72.5mph,3.4833324,23.35
1341,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,15,70.0,67.5mph <= speed < 72.5mph,4.2967999,23.35
1342,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,16,75.0,72.5mph <= speed,3.67316926,24.48
1343,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,3,NOx,16,75.0,72.5mph <= speed,4.5725354,24.48
1344,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,1,2.5,speed < 2.5mph,1.7024829,8.05
1345,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,1,2.5,speed < 2.5mph,1.839601,8.05
1346,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,2,5.0,2.5mph <= speed < 7.5mph,0.9497874000000001,5.72
1347,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,2,5.0,2.5mph <= speed < 7.5mph,1.004099,5.72
1348,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,3,10.0,7.5mph <= speed < 12.5mph,0.5048998,6.9
1349,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,3,10.0,7.5mph <= speed < 12.5mph,0.5397214,6.9
1350,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,4,15.0,12.5mph <= speed < 17.5mph,0.34310312,10.09
1351,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,4,15.0,12.5mph <= speed < 17.5mph,0.3777238,10.09
1352,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,5,20.0,17.5mph <= speed <22.5mph,0.26042327,11.73
1353,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,5,20.0,17.5mph <= speed <22.5mph,0.2909712,11.73
1354,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,6,25.0,22.5mph <= speed < 27.5mph,0.21984748,12.72
1355,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,6,25.0,22.5mph <= speed < 27.5mph,0.2478077,12.72
1356,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,7,30.0,27.5mph <= speed < 32.5mph,0.19023622,15.51
1357,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,7,30.0,27.5mph <= speed < 32.5mph,0.21973369999999998,15.51
1358,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,8,35.0,32.5mph <= speed < 37.5mph,0.17354793000000002,11.59
1359,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,8,35.0,32.5mph <= speed < 37.5mph,0.19365359999999998,11.59
1360,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,9,40.0,37.5mph <= speed < 42.5mph,0.15897526,12.7
1361,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,9,40.0,37.5mph <= speed < 42.5mph,0.1791599,12.7
1362,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,10,45.0,42.5mph <= speed < 47.5mph,0.14764151,13.71
1363,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,10,45.0,42.5mph <= speed < 47.5mph,0.1678859,13.71
1364,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,11,50.0,47.5mph <= speed < 52.5mph,0.13895027000000001,12.34
1365,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,11,50.0,47.5mph <= speed < 52.5mph,0.15609430000000002,12.34
1366,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,12,55.0,52.5mph <= speed < 57.5mph,0.13176457,9.99
1367,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,12,55.0,52.5mph <= speed < 57.5mph,0.1449262,9.99
1368,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,13,60.0,57.5mph <= speed < 62.5mph,0.12410354,10.96
1369,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,13,60.0,57.5mph <= speed < 62.5mph,0.1377082,10.96
1370,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,14,65.0,62.5mph <= speed < 67.5mph,0.11686631,16.27
1371,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,14,65.0,62.5mph <= speed < 67.5mph,0.1358749,16.27
1372,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,15,70.0,67.5mph <= speed < 72.5mph,0.11066183,21.36
1373,MOVES 3,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,15,70.0,67.5mph <= speed < 72.5mph,0.1343036,21.36
1374,MOVES 2014b,2020,July,Weekday,4,Urban Restricted Access,62,Combination Long-haul Truck,2,Diesel Fuel,87,VOC,16,75.0,72.5mph <= speed,0.10681145,27.56
